OBJECTID,Type,Provider,Remarks,SSID,Activated
524,Free,City Tech,,DowntownBrooklynWiFi_Fon,
525,Free,City Tech,,DowntownBrooklynWiFi_Fon,
526,Free,City Tech,,DowntownBrooklynWiFi_Fon,
527,Free,City Tech,,DowntownBrooklynWiFi_Fon,
528,Free,City Tech,,DowntownBrooklynWiFi_Fon,
8356,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-08
8357,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-11-07
8358,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-11-07
8359,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,
8360,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,
8361,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-11-07
8362,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-10-09
8363,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,
8364,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,
8365,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,
539,Free,City Tech,,DowntownBrooklynWiFi_Fon,
540,Free,City Tech,,DowntownBrooklynWiFi_Fon,
541,Free,NYCHA,,DowntownBrooklynWiFi_Fon,
542,Free,NYCHA,,DowntownBrooklynWiFi_Fon,
543,Free,NYCHA,,DowntownBrooklynWiFi_Fon,
544,Free,NYCHA,,DowntownBrooklynWiFi_Fon,
545,Free,NYCHA,,DowntownBrooklynWiFi_Fon,
546,Free,NYCHA,,DowntownBrooklynWiFi_Fon,
547,Free,NYCHA,,DowntownBrooklynWiFi_Fon,
548,Free,NYCHA,,DowntownBrooklynWiFi_Fon,
549,Free,NYCHA,,DowntownBrooklynWiFi_Fon,
550,Free,NYCHA,,DowntownBrooklynWiFi_Fon,
551,Free,NYCHA,,DowntownBrooklynWiFi_Fon,
552,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
553,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
554,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
555,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
556,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
557,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
558,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
559,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
560,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
561,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
562,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
563,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
564,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
565,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
566,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
567,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
568,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
569,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
570,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
571,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
572,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
573,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
574,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
575,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
576,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
577,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
578,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
579,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
580,Free,Transit Wireless,SN 339,TransitWirelessWiFi,
581,Free,Transit Wireless,SN 406,TransitWirelessWiFi,
8366,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-03-08
8367,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,
8368,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-26
8369,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-10-23
8370,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,
8371,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,
8372,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-28
8373,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,
8374,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-02
8375,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-03-29
8376,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-01-08
8377,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-14
8378,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,
8379,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-14
8380,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-03-30
8381,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-03-29
8382,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,
8383,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-01-31
8384,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-01
8385,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-01
8386,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-01-08
8387,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,
8388,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-01
8389,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,
8390,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,
8391,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-01
8392,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,
8393,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-14
8394,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-02
8395,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-14
8396,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-01
8397,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-02
8398,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-01
8399,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,
8400,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-10-09
8401,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-10-25
8402,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-10-23
8403,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-09-25
8404,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-03-29
8405,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-26
8406,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-08-09
8407,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-08-09
8408,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-08-10
8409,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-08-09
8410,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-08-14
8411,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-08-09
8412,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-08-23
8413,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-08-09
8414,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-09-01
8415,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-09-25
8416,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-10-04
8417,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-08-15
8418,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-09-05
8419,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-08-15
8420,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-09-11
8421,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-09-11
8422,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-10-27
8423,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-08-22
8424,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-08-22
8425,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-08-31
8426,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-01-05
8427,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-08-15
8428,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-08-22
8429,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-08-22
8430,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-08-22
8431,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-09-05
8432,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-08-22
8433,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-08-23
8434,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,
8435,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-21
8436,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-28
8437,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-03-15
8438,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-08-15
8439,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,
8440,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,
8441,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-01-05
8442,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-01-05
8443,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-08
8444,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-03-06
8445,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-03-28
8446,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-11-21
8447,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-12-07
8448,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-11-21
8449,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-11-21
8450,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-11-21
8451,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-12-20
8452,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-06
8453,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-01-05
8454,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-01-22
8455,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-01-16
8456,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-01-08
8457,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-01-16
8458,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-01-05
8459,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-01-05
8460,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,
8461,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-10-30
8462,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-10-30
8463,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-28
8464,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-10-12
8465,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,
8466,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-01
8467,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,
721,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
722,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
723,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
724,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
725,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
726,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
727,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
728,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
729,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
730,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
731,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
732,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
733,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
734,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
735,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
736,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
737,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
738,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
739,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
740,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
741,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
742,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
743,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
744,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
745,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
746,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
747,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
748,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
749,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
750,Free,Chelsea,,CICFreeWiFi,
751,Free,Chelsea,,CICFreeWiFi,
752,Free,Chelsea,,CICFreeWiFi,
753,Free,Chelsea,,CICFreeWiFi,
754,Free,Harlem,,Harlem Wi-Fi,
755,Free,Harlem,,Harlem Wi-Fi,
756,Free,Harlem,,Harlem Wi-Fi,
757,Free,Harlem,,Harlem Wi-Fi,
758,Free,Harlem,,Harlem Wi-Fi,
759,Free,Harlem,,Harlem Wi-Fi,
760,Free,Harlem,,Harlem Wi-Fi,
761,Free,Harlem,,Harlem Wi-Fi,
762,Free,Harlem,,Harlem Wi-Fi,
763,Free,Harlem,,Harlem Wi-Fi,
764,Free,Harlem,,Harlem Wi-Fi,
765,Free,Harlem,,Harlem Wi-Fi,
766,Free,Harlem,,Harlem Wi-Fi,
767,Free,Harlem,,Harlem Wi-Fi,
768,Free,Harlem,,Harlem Wi-Fi,
769,Free,Harlem,,Harlem Wi-Fi,
770,Free,Harlem,,Harlem Wi-Fi,
771,Free,Downtown Brooklyn,,Downtown Brooklyn WiFi,
772,Free,Downtown Brooklyn,,Downtown Brooklyn WiFi,
773,Free,Downtown Brooklyn,,Downtown Brooklyn WiFi,
774,Free,Downtown Brooklyn,,Downtown Brooklyn WiFi,
775,Free,Downtown Brooklyn,,Downtown Brooklyn WiFi,
780,Free,Downtown Brooklyn,,Downtown Brooklyn WiFi,
781,Free,Downtown Brooklyn,,Downtown Brooklyn WiFi,
782,Free,Downtown Brooklyn,,Downtown Brooklyn WiFi,
783,Free,Downtown Brooklyn,,Downtown Brooklyn WiFi,
784,Free,Downtown Brooklyn,,Downtown Brooklyn WiFi,
785,Free,Downtown Brooklyn,,Downtown Brooklyn WiFi,
786,Free,Downtown Brooklyn,,Downtown Brooklyn WiFi,
787,Free,Downtown Brooklyn,,Downtown Brooklyn WiFi,
788,Free,Downtown Brooklyn,,Downtown Brooklyn WiFi,
798,Free,Harlem,,Harlem Wi-Fi,
799,Free,Harlem,,Harlem Wi-Fi,
800,Free,Harlem,,Harlem Wi-Fi,
801,Free,Harlem,,Harlem Wi-Fi,
802,Free,Harlem,,Harlem Wi-Fi,
803,Free,Harlem,,Harlem Wi-Fi,
804,Free,Harlem,,Harlem Wi-Fi,
805,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
806,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
807,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
808,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
809,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
810,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
811,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
812,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
813,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
814,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
815,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
816,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
817,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
818,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
819,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
820,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
821,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
822,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
823,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
824,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
825,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
826,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
827,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
828,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
829,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
830,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
831,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,
832,Free,Downtown Brooklyn,,Downtown Brooklyn WiFi,
833,Free,Downtown Brooklyn,,Downtown Brooklyn WiFi,
834,Free,Downtown Brooklyn,,Downtown Brooklyn WiFi,
835,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
836,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
837,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
838,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
839,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
840,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
841,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
842,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
843,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
844,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
845,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
846,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
847,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
848,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
849,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
850,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
851,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
852,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
853,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
854,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
855,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
856,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
857,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
858,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
859,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,
860,Free,Manhattan Down Alliance,,#DwtwnAllianceFreeWiFi,
861,Free,Manhattan Down Alliance,,#DwtwnAllianceFreeWiFi,
862,Free,Manhattan Down Alliance,,#DwtwnAllianceFreeWiFi,
863,Free,Manhattan Down Alliance,,#DwtwnAllianceFreeWiFi,
864,Free,Manhattan Down Alliance,,#DwtwnAllianceFreeWiFi,
865,Free,Manhattan Down Alliance,,#DwtwnAllianceFreeWiFi,
866,Free,Manhattan Down Alliance,,#DwtwnAllianceFreeWiFi,
867,Free,Manhattan Down Alliance,,#DwtwnAllianceFreeWiFi,
868,Free,Manhattan Down Alliance,,#DwtwnAllianceFreeWiFi,
869,Free,Chelsea,,CICFreeWiFi,
870,Free,Chelsea,,CICFreeWiFi,
871,Free,Chelsea,,CICFreeWiFi,
872,Free,Chelsea,,CICFreeWiFi,
